TIME	TEMP	VCCINT	VCCBRAM	VCCAUX	VP	VN	VAUXP[0]	VAUXN[0]	VAUXP[1]	VAUXN[1]	VAUXP[2]	VAUXN[2]	VAUXP[3]	VAUXN[3]	VAUXP[4]	VAUXN[4]	VAUXP[5]	VAUXN[5]	VAUXP[6]	VAUXN[6]	VAUXP[7]	VAUXN[7]	VAUXP[8]	VAUXN[8]	VAUXP[9]	VAUXN[9]	VAUXP[10]	VAUXN[10]	VAUXP[11]	VAUXN[11]	VAUXP[12]	VAUXN[12]	VAUXP[13]	VAUXN[13]	VAUXP[14]	VAUXN[14]	VAUXP[15]	VAUXN[15]	
3545320	63	1.02	1.02	1.8	0.5	0	0.0757	0	0.016	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.0757	0	0.7623	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3546540	63	1.02	1.02	1.8	0.5	0	0.0773	0	0.0158	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.0773	0	0.7649	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3547760	63	1.02	1.02	1.8	0.5	0	0.079	0	0.0156	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.079	0	0.7675	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3548980	63	1.02	1.02	1.8	0.5	0	0.0806	0	0.0154	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.0806	0	0.7701	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3550200	63	1.02	1.02	1.8	0.5	0	0.0823	0	0.0152	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.0823	0	0.7727	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3551420	63	1.02	1.02	1.8	0.5	0	0.084	0	0.015	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.084	0	0.7752	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3552640	63	1.02	1.02	1.8	0.5	0	0.0857	0	0.0149	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.0857	0	0.7778	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3553860	63	1.02	1.02	1.8	0.5	0	0.0874	0	0.0147	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.0874	0	0.7803	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3555080	63	1.02	1.02	1.8	0.5	0	0.0892	0	0.0145	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.0892	0	0.7829	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3556300	63	1.02	1.02	1.8	0.5	0	0.0909	0	0.0143	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.0909	0	0.7854	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3557520	63	1.02	1.02	1.8	0.5	0	0.0927	0	0.0141	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.0927	0	0.7879	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3558740	63	1.02	1.02	1.8	0.5	0	0.0945	0	0.0139	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.0945	0	0.7904	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3559960	63	1.02	1.02	1.8	0.5	0	0.0963	0	0.0138	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.0963	0	0.7929	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3561180	63	1.02	1.02	1.8	0.5	0	0.0981	0	0.0136	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.0981	0	0.7954	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3562400	63	1.02	1.02	1.8	0.5	0	0.1	0	0.0134	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.1	0	0.7978	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3563620	63	1.02	1.02	1.8	0.5	0	0.1018	0	0.0132	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.1018	0	0.8003	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3564840	63	1.02	1.02	1.8	0.5	0	0.1037	0	0.0131	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.1037	0	0.8028	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3566060	63	1.02	1.02	1.8	0.5	0	0.1056	0	0.0129	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.1056	0	0.8052	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3567280	63	1.02	1.02	1.8	0.5	0	0.1074	0	0.0127	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.1074	0	0.8076	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3568500	63	1.02	1.02	1.8	0.5	0	0.1094	0	0.0125	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.1094	0	0.81	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3569720	63	1.02	1.02	1.8	0.5	0	0.1113	0	0.0124	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.1113	0	0.8124	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3570940	63	1.02	1.02	1.8	0.5	0	0.1132	0	0.0122	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.1132	0	0.8148	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3572160	63	1.02	1.02	1.8	0.5	0	0.1152	0	0.012	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.1152	0	0.8172	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3573380	63	1.02	1.02	1.8	0.5	0	0.1171	0	0.0119	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.1171	0	0.8196	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3574600	63	1.02	1.02	1.8	0.5	0	0.1191	0	0.0117	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.1191	0	0.8219	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3575820	63	1.02	1.02	1.8	0.5	0	0.1211	0	0.0115	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.1211	0	0.8243	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3577040	63	1.02	1.02	1.8	0.5	0	0.1231	0	0.0114	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.1231	0	0.8266	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3578260	63	1.02	1.02	1.8	0.5	0	0.1252	0	0.0112	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.1252	0	0.8289	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3579480	63	1.02	1.02	1.8	0.5	0	0.1272	0	0.011	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.1272	0	0.8312	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3580700	63	1.02	1.02	1.8	0.5	0	0.1293	0	0.0109	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.1293	0	0.8335	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3581920	63	1.02	1.02	1.8	0.5	0	0.1313	0	0.0107	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.1313	0	0.8358	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3583140	63	1.02	1.02	1.8	0.5	0	0.1334	0	0.0106	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.1334	0	0.838	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3584360	63	1.02	1.02	1.8	0.5	0	0.1355	0	0.0104	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.1355	0	0.8403	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3585580	63	1.02	1.02	1.8	0.5	0	0.1376	0	0.0103	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.1376	0	0.8425	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3586800	63	1.02	1.02	1.8	0.5	0	0.1397	0	0.0101	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.1397	0	0.8448	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3588020	63	1.02	1.02	1.8	0.5	0	0.1419	0	0.01	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.1419	0	0.847	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3589240	63	1.02	1.02	1.8	0.5	0	0.144	0	0.0098	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.144	0	0.8492	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3590460	63	1.02	1.02	1.8	0.5	0	0.1462	0	0.0096	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.1462	0	0.8514	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3591680	63	1.02	1.02	1.8	0.5	0	0.1484	0	0.0095	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.1484	0	0.8536	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3592900	63	1.02	1.02	1.8	0.5	0	0.1505	0	0.0094	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.1505	0	0.8557	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3594120	63	1.02	1.02	1.8	0.5	0	0.1527	0	0.0092	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.1527	0	0.8579	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3595340	63	1.02	1.02	1.8	0.5	0	0.155	0	0.0091	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.155	0	0.86	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3596560	63	1.02	1.02	1.8	0.5	0	0.1572	0	0.0089	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.1572	0	0.8621	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3597780	63	1.02	1.02	1.8	0.5	0	0.1594	0	0.0088	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.1594	0	0.8642	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3599000	63	1.02	1.02	1.8	0.5	0	0.1617	0	0.0086	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.1617	0	0.8663	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3600220	63	1.02	1.02	1.8	0.5	0	0.164	0	0.0085	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.164	0	0.8684	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3601440	63	1.02	1.02	1.8	0.5	0	0.1662	0	0.0083	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.1662	0	0.8705	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3602660	63	1.02	1.02	1.8	0.5	0	0.1685	0	0.0082	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.1685	0	0.8725	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3603880	63	1.02	1.02	1.8	0.5	0	0.1708	0	0.0081	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.1708	0	0.8746	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3605100	63	1.02	1.02	1.8	0.5	0	0.1732	0	0.0079	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.1732	0	0.8766	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3606320	63	1.02	1.02	1.8	0.5	0	0.1755	0	0.0078	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.1755	0	0.8786	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3607540	63	1.02	1.02	1.8	0.5	0	0.1778	0	0.0077	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.1778	0	0.8806	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3608760	63	1.02	1.02	1.8	0.5	0	0.1802	0	0.0075	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.1802	0	0.8826	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3609980	63	1.02	1.02	1.8	0.5	0	0.1825	0	0.0074	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.1825	0	0.8846	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3611200	63	1.02	1.02	1.8	0.5	0	0.1849	0	0.0073	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.1849	0	0.8865	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3612420	63	1.02	1.02	1.8	0.5	0	0.1873	0	0.0071	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.1873	0	0.8884	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3613640	63	1.02	1.02	1.8	0.5	0	0.1897	0	0.007	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.1897	0	0.8904	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3614860	63	1.02	1.02	1.8	0.5	0	0.1921	0	0.0069	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.1921	0	0.8923	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3616080	63	1.02	1.02	1.8	0.5	0	0.1946	0	0.0068	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.1946	0	0.8942	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3617300	63	1.02	1.02	1.8	0.5	0	0.197	0	0.0066	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.197	0	0.8961	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3618520	63	1.02	1.02	1.8	0.5	0	0.1994	0	0.0065	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.1994	0	0.8979	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3619740	63	1.02	1.02	1.8	0.5	0	0.2019	0	0.0064	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.2019	0	0.8998	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3620960	63	1.02	1.02	1.8	0.5	0	0.2044	0	0.0063	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.2044	0	0.9016	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3622180	63	1.02	1.02	1.8	0.5	0	0.2069	0	0.0061	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.2069	0	0.9034	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3623400	63	1.02	1.02	1.8	0.5	0	0.2093	0	0.006	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.2093	0	0.9052	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3624620	63	1.02	1.02	1.8	0.5	0	0.2119	0	0.0059	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.2119	0	0.907	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3625840	63	1.02	1.02	1.8	0.5	0	0.2144	0	0.0058	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.2144	0	0.9088	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3627060	63	1.02	1.02	1.8	0.5	0	0.2169	0	0.0057	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.2169	0	0.9106	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3628280	63	1.02	1.02	1.8	0.5	0	0.2194	0	0.0056	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.2194	0	0.9123	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3629500	63	1.02	1.02	1.8	0.5	0	0.222	0	0.0054	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.222	0	0.914	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3630720	63	1.02	1.02	1.8	0.5	0	0.2245	0	0.0053	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.2245	0	0.9157	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3631940	63	1.02	1.02	1.8	0.5	0	0.2271	0	0.0052	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.2271	0	0.9174	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3633160	63	1.02	1.02	1.8	0.5	0	0.2297	0	0.0051	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.2297	0	0.9191	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3634380	63	1.02	1.02	1.8	0.5	0	0.2323	0	0.005	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.2323	0	0.9208	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3635600	63	1.02	1.02	1.8	0.5	0	0.2349	0	0.0049	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.2349	0	0.9224	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3636820	63	1.02	1.02	1.8	0.5	0	0.2375	0	0.0048	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.2375	0	0.9241	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3638040	63	1.02	1.02	1.8	0.5	0	0.2401	0	0.0047	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.2401	0	0.9257	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3639260	63	1.02	1.02	1.8	0.5	0	0.2427	0	0.0046	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.2427	0	0.9273	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3640480	63	1.02	1.02	1.8	0.5	0	0.2454	0	0.0045	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.2454	0	0.9289	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3641700	63	1.02	1.02	1.8	0.5	0	0.248	0	0.0044	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.248	0	0.9304	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3642920	63	1.02	1.02	1.8	0.5	0	0.2507	0	0.0043	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.2507	0	0.932	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3644140	63	1.02	1.02	1.8	0.5	0	0.2533	0	0.0042	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.2533	0	0.9335	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3645360	63	1.02	1.02	1.8	0.5	0	0.256	0	0.0041	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.256	0	0.935	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3646580	63	1.02	1.02	1.8	0.5	0	0.2587	0	0.004	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.2587	0	0.9365	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3647800	63	1.02	1.02	1.8	0.5	0	0.2614	0	0.0039	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.2614	0	0.938	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3649020	63	1.02	1.02	1.8	0.5	0	0.2641	0	0.0038	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.2641	0	0.9395	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3650240	63	1.02	1.02	1.8	0.5	0	0.2668	0	0.0037	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.2668	0	0.941	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3651460	63	1.02	1.02	1.8	0.5	0	0.2695	0	0.0036	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.2695	0	0.9424	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3652680	63	1.02	1.02	1.8	0.5	0	0.2723	0	0.0035	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.2723	0	0.9438	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3653900	63	1.02	1.02	1.8	0.5	0	0.275	0	0.0034	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.275	0	0.9452	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3655120	63	1.02	1.02	1.8	0.5	0	0.2777	0	0.0033	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.2777	0	0.9466	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3656340	63	1.02	1.02	1.8	0.5	0	0.2805	0	0.0032	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.2805	0	0.948	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3657560	63	1.02	1.02	1.8	0.5	0	0.2833	0	0.0032	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.2833	0	0.9493	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3658780	63	1.02	1.02	1.8	0.5	0	0.286	0	0.0031	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.286	0	0.9507	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3660000	63	1.02	1.02	1.8	0.5	0	0.2888	0	0.003	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.2888	0	0.952	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3661220	63	1.02	1.02	1.8	0.5	0	0.2916	0	0.0029	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.2916	0	0.9533	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3662440	63	1.02	1.02	1.8	0.5	0	0.2944	0	0.0028	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.2944	0	0.9546	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3663660	63	1.02	1.02	1.8	0.5	0	0.2972	0	0.0027	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.2972	0	0.9559	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3664880	63	1.02	1.02	1.8	0.5	0	0.3	0	0.0027	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.3	0	0.9571	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3666100	63	1.02	1.02	1.8	0.5	0	0.3028	0	0.0026	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.3028	0	0.9583	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3667320	63	1.02	1.02	1.8	0.5	0	0.3056	0	0.0025	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.3056	0	0.9596	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3668540	63	1.02	1.02	1.8	0.5	0	0.3085	0	0.0024	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.3085	0	0.9608	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3669760	63	1.02	1.02	1.8	0.5	0	0.3113	0	0.0024	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.3113	0	0.9619	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3670980	63	1.02	1.02	1.8	0.5	0	0.3142	0	0.0023	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.3142	0	0.9631	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3672200	63	1.02	1.02	1.8	0.5	0	0.317	0	0.0022	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.317	0	0.9643	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3673420	63	1.02	1.02	1.8	0.5	0	0.3199	0	0.0021	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.3199	0	0.9654	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3674640	63	1.02	1.02	1.8	0.5	0	0.3228	0	0.0021	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.3228	0	0.9665	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
3675860	63	1.02	1.02	1.8	0.5	0	0.3256	0	0.002	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.3256	0	0.9676	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	0.5	0	//
